time_s,freq_shift_n1_Hz,freq_shift_n3_Hz,freq_shift_n5_Hz,freq_shift_n7_Hz,time_min
26,-0.30081139568547505,0.6256756678617381,0.8549174082771894,-0.298450604791624,0.43333333333333335
27,-0.190754132770625,0.7829946385609073,-1.5738970937982548,1.3809400353681007,0.45
28,0.1711204990694081,-0.27694391550788555,-0.24741357600599947,0.17776483996600548,0.4666666666666667
29,-0.10023035058253768,-1.3080767898244299,-0.4050853404649378,1.4333440436053022,0.48333333333333334
30,-0.1506431348669903,0.5509652830533016,0.2251341302841529,-0.4865208572197047,0.5
31,-0.0028557133740016445,0.25471630666125683,0.8353228689387996,1.1624547624705859,0.5166666666666667
32,-0.5786625148416887,0.3072070189228567,-1.4036013370990446,1.312708803205423,0.5333333333333333
33,-0.3696484552612235,-0.2961865139451098,-0.5217423138813831,0.5512790341578876,0.55
34,-0.3291755248809853,0.1857399419837034,-0.7594358359776672,0.14024716838859794,0.5666666666666667
35,0.4217879332745415,-0.24805205608028805,1.4097513970126487,0.24206517535126576,0.5833333333333334
36,0.01629030091163162,-0.12989174026014377,0.3836591639501524,0.19258483479388658,0.6
37,0.18747970784105467,-0.20607678243525257,0.5516427260697845,0.5893566881200645,0.6166666666666667
38,0.4978155039955044,0.003636317660462531,0.2661516523704368,-0.8959353593472059,0.6333333333333333
39,-0.22517299531956547,-0.26170564202785074,0.6894424279397878,1.1593340505341871,0.65
40,0.35931709906367015,-0.4565510471287775,-0.2985302660237082,0.9178934629145385,0.6666666666666666
41,0.1773961353996443,-0.0484646294207607,0.8000778876444905,-0.2921884088416369,0.6833333333333333
42,-0.272092855970748,-0.8864864966464916,0.5804995283907148,-0.3104824846286846,0.7
43,-0.26687273519465293,0.6452340652158194,0.9700900920803371,-0.9090933869146087,0.7166666666666667
44,-0.19067444775260153,0.653075693510964,0.4127556721003532,-1.3204640541459267,0.7333333333333333
45,-0.024014180743937824,0.43330515400918,-0.7690544014158489,0.9331884673032592,0.75
46,-0.1386248361648941,0.3165493678510777,0.03434559838289056,0.11630314125900192,0.7666666666666667
47,-0.21894729275405386,0.46762247386355815,0.0455082913516578,-0.33800155004991483,0.7833333333333333
48,-0.23755253136563598,-0.17240164399864913,0.6981829631087091,0.2863997434499676,0.8
49,0.09361282849871694,0.13797380992161462,0.3372666762230535,1.7587100171991064,0.8166666666666667
50,-0.54491952042614,-0.1954922011330596,-0.5591380899061853,0.7214123970422566,0.8333333333333334
51,-0.2914338271337703,-0.03760766239690669,-0.2087236946815769,-1.5170116193181231,0.85
52,-0.4338874747813929,0.4920786440148087,-1.66245594135541,0.2872114540934015,0.8666666666666667
53,-0.01323711325538285,-0.2010158069040263,1.0529164335649446,-1.572469121631748,0.8833333333333333
54,0.5946037745300864,0.27368945613814927,0.37205751734631565,-0.8614223888393339,0.9
55,0.2648157281783391,-0.6430164230025528,0.5148363590509506,-0.13759122645121558,0.9166666666666666
56,-0.3722787737077775,-0.17978266870957219,-0.11334537996238578,1.7337211082161474,0.9333333333333333
57,0.06256203864136481,0.9933912910443442,-0.28376419360097843,0.6195991016643495,0.95
58,-0.00825248195457264,-0.22738701238034176,-0.822860354483007,-1.4167646316752742,0.9666666666666667
59,-0.15090980179796418,0.42388201759373945,0.2752184943415438,-0.7996296481022845,0.9833333333333333
60,-0.7328638282745802,-0.028306474977910178,0.7748129503638191,-1.291271105219183,1.0
61,-0.193396736495552,-0.004096133945643375,0.08969968634045458,-0.21745171736095859,1.0166666666666666
62,-0.34626503955873394,1.1489666076321219,-0.012145727731716426,-0.938821197526756,1.0333333333333334
63,0.046836914299267486,0.5164539642410121,-0.43939841729229706,0.4512149784851106,1.05
64,0.41127065850579186,-0.4789979459675948,-0.5402584323745842,0.8293856311149159,1.0666666666666667
65,-0.10433208652156867,-0.5755428356836642,-0.026414143450827564,0.5575141985053129,1.0833333333333333
66,0.7403801796349672,-0.3856046350933792,0.16757521343491202,0.34900051629141854,1.1
67,0.12501542247657016,0.33912330159141246,0.8537706052720272,0.5066592075180905,1.1166666666666667
68,-0.024025139733816682,0.6203640870089447,0.16309009464182875,1.2958598831179156,1.1333333333333333
69,0.2539163494775578,0.06059786113474195,-0.11246064509229471,-0.6305383252732939,1.15
70,0.22382201267480528,-1.1455063798335117,-0.06790582399634525,-0.5330041542066349,1.1666666666666667
71,0.33874767700338165,-0.038716442889313876,-0.13397502729497748,-0.33162314081564476,1.1833333333333333
72,0.057139815589197784,0.36669441775031947,-0.16154613464423984,0.522801170633719,1.2
73,0.513978878999754,-0.35506058224584236,-0.9857404949908294,0.6021888655194133,1.2166666666666666
74,-0.39110288767973683,-0.09899412614687345,0.2743595462836041,-0.9181302079647454,1.2333333333333334
75,-0.060375234700435494,-0.4900828129251041,-0.010020209442381755,-1.283351086564234,1.25
76,0.05973172519350713,-0.6341402544014451,0.6097923982757003,-2.4152318571452267,1.2666666666666666
77,-0.1421918436691325,-0.7461702704103074,-0.4515472321649152,0.4339085303686301,1.2833333333333334
78,0.49749086306135726,0.4599375733616257,0.9871738785978459,-0.5346940021368422,1.3
79,0.12070441237180268,0.19664987609040835,-0.6336136816504536,0.037713565758430094,1.3166666666666667
80,-0.04906984171252066,-0.08128718430195546,0.6381225364914987,-0.1627551011738984,1.3333333333333333
81,-0.15371893747547988,-0.2172836032402683,-0.11739444976713215,2.1759933226384103,1.35
82,-0.05441516879280923,0.27275930016031336,0.8606711207015446,-0.2300170610889729,1.3666666666666667
83,-0.14288035417268272,-0.3777283393644503,1.3000172884436128,0.9485524398635429,1.3833333333333333
84,-0.37080507506368027,0.31575938889135585,-0.0019058422817426683,-0.36127660239555326,1.4
85,-0.10901580320150364,0.48497042015946845,-0.23132083283982385,-1.4979822050496028,1.4166666666666667
86,0.3276105860756065,-0.14519015118650316,0.3053755981174395,-0.3970993652864387,1.4333333333333333
87,0.09416606969087896,-0.6522930190899802,-0.9727985782649865,0.3429488989867213,1.45
88,0.4259341837774384,-0.42234665135516736,0.3929886451947477,-0.24543223882555376,1.4666666666666666
89,0.3190516054595907,-0.26690602339760366,-1.321441889522595,-0.15581458624967082,1.4833333333333334
90,0.07181433541997963,-0.5828278057572758,0.5760173632586278,-0.6979788934390451,1.5
91,0.09853805597364587,1.0578472385344628,0.2230914323253445,0.22229653362339952,1.5166666666666666
92,-0.1149283991503648,-0.5273748698530052,-0.06418006720723059,-0.9360818877560042,1.5333333333333334
93,-0.32611514053828555,-0.22592701601483303,-0.6450304274497379,0.1655129332967623,1.55
94,0.7002007668539317,0.3895220649668332,-0.1476896649790825,0.24641141510635234,1.5666666666666667
95,0.45360306495558866,-0.7371088087247833,0.6745158005121814,0.2655342548423732,1.5833333333333333
96,0.02338329291816851,-0.38089447483776795,0.3711419066759053,-1.4587627846448847,1.6
97,0.058383003210488185,0.4584361929119877,0.659211839344018,-0.5314747973480197,1.6166666666666667
98,-0.39958433193832893,0.6954101979025863,-0.32307868734625034,0.06219915547003149,1.6333333333333333
99,0.1357062873228794,-0.0499140797808939,0.11740397364213088,-0.25389494761875775,1.65
100,-0.4840872378097299,-0.30518288166596724,-0.033373756849859645,0.3653384306599789,1.6666666666666667
101,-0.8327896742564476,-0.8414059453721909,0.26504495522459937,-0.09569731847932796,1.6833333333333333
102,-0.26302974728945666,0.40491151989978175,0.4664623834306644,-0.1291096698630928,1.7
103,-0.10835430308974874,0.8415874462185634,0.5029003044387312,0.4045898262708142,1.7166666666666666
104,0.2643319491048424,-0.32733165006039583,-0.5216441138535239,0.35269055878683114,1.7333333333333334
105,-0.34710596734360966,0.6073021230692239,-0.12176416855980261,-0.3893916937424315,1.75
106,-0.1336554102223532,-0.10683294180505341,-1.3367267262414009,-0.19186486250206705,1.7666666666666666
107,0.3098987157595213,0.8662290654217559,0.0020198845898140947,0.07896680785015721,1.7833333333333334
108,0.008076764162596029,0.6538207329502859,-1.420386068676523,0.13545145709160722,1.8
109,-0.16108702780630027,0.22810716942160306,0.12451672454276722,-0.3539539311242792,1.8166666666666667
110,0.20501458144605988,-0.289143676395366,-0.32905670897859896,-1.4553069675560462,1.8333333333333333
111,-0.08364726423671356,0.5057309667289639,1.0146245945316508,0.02383041316022004,1.85
112,0.007616336993671361,-0.25610318890905265,0.7666239524461809,0.07777283925097092,1.8666666666666667
113,-0.1276412024470814,0.23245471950171526,0.41952686083376867,-0.726093332107262,1.8833333333333333
114,-0.264912378685793,1.2425630742375962,0.05937099485794766,-0.7968463187180781,1.9
115,0.24010983965415533,-0.024820564225025987,0.4572169448687657,1.0603638181825084,1.9166666666666667
116,-0.36843220647938385,-0.262281185698268,-1.5638196173386902,0.6135173178460283,1.9333333333333333
117,0.5842488346715679,-0.04046797311277257,0.6145747809645807,-0.21624994985144716,1.95
118,0.33355716321004275,-0.2975752085840345,0.06832037214578773,0.49052973328989025,1.9666666666666666
119,-0.43236798124041265,-0.2573591115736901,0.6700841279295432,1.1802015732334232,1.9833333333333334
120,-0.09127918246351956,0.38739924822265964,-0.5375348316444641,1.5873904853575198,2.0
121,-0.18412860806562306,0.5411166132243945,0.32241746437212326,-0.5037002966465965,2.0166666666666666
122,-0.32282027008187075,0.3113056058196193,0.8374256022183394,-0.37102689133624694,2.033333333333333
123,0.07642146183209929,0.19537475034445503,0.6839565587262444,0.09150176579860583,2.05
124,0.19386859636970546,-0.2547482488551032,-0.04577844111953611,-0.8574483603829262,2.066666666666667
125,-0.22687542748797987,-0.22189261446667397,1.9332837073402993,-1.2095867624694814,2.0833333333333335
126,-0.21720762367525584,0.09384389938009886,-0.8796220437429693,0.21230746396848202,2.1
127,0.32154283896145935,0.33046517406444514,0.8719249698420088,-1.3908450103921461,2.1166666666666667
128,0.005664441464296418,-0.47240792192174597,-0.09096614876020992,0.3215093360065509,2.1333333333333333
129,0.18141000746305389,-0.06002075841446194,-0.7344263203018183,0.3211389626270817,2.15
130,-0.3574748896051325,0.4744081342364508,-1.1054423199370493,0.09300877876518589,2.1666666666666665
131,-0.20328972347574895,0.28109542342870925,0.09590052700921844,-0.12905537985871435,2.183333333333333
132,-0.13133693297667798,-0.4042687108261099,0.24954641097001587,0.32476116759004314,2.2
133,-0.12491100797050425,-0.22047785770743586,-0.3022932474933268,-0.13970628067440827,2.216666666666667
134,0.24761300078108292,-1.505999514239423,0.05857877962557984,0.1914524365807108,2.2333333333333334
135,0.14814196556720693,0.034982278188111976,0.33717241110981844,0.7644100269332388,2.25
136,0.4614998425408834,0.8836511976662559,-1.2888442097777415,0.15372971174479527,2.2666666666666666
137,-0.6227931153296412,-0.26017235093570146,0.7818259750982048,-0.01567966475389889,2.283333333333333
138,-0.10965811106155993,-0.4738412389640727,-0.26159888716571505,1.0699676442863064,2.3
139,0.3309194063342678,0.3868760722637728,0.5628835183576826,-0.06880416646718324,2.316666666666667
140,-0.1402252388200082,-0.5518610813915843,-0.07115403832571487,0.7303116928144231,2.3333333333333335
141,0.19915104344592435,0.5519389997689662,-0.2918959860641791,0.8118258832018794,2.35
142,0.0902739261417205,0.10433638427321212,-0.18269039386615715,0.06553056296868881,2.3666666666666667
143,0.26057498076425406,-0.27253187301095866,0.925602725564223,-1.8409782383036657,2.3833333333333333
144,-0.322773537047775,-0.7503633745546779,0.5274263247762959,-0.4949646320691105,2.4
145,0.12341208473997761,-0.25005041106002385,0.7269956408687226,1.7261239026387785,2.4166666666666665
146,0.14942539755874162,-0.03834289499171167,0.36045714160417186,-0.37118104893790027,2.433333333333333
147,0.06718864615252976,0.3125750374982743,0.28862008225818897,-0.1476304189261306,2.45
148,0.1436387309297832,-0.4775183118954992,0.25251192878318096,0.7948192447350639,2.466666666666667
149,0.1574373113313985,-0.6185947899089167,0.3543292925606988,1.0338948094667704,2.4833333333333334
150,-0.160101791970313,0.016749283949025192,0.8927292113128394,0.04882450960918069,2.5
151,0.47062350911237977,0.9574948309461176,0.21723838794461686,1.7350008427387777,2.5166666666666666
152,0.017294933224582573,0.10882565828355412,-0.10796414396389353,1.5575748992406164,2.533333333333333
153,-0.718204173836165,-0.5324207348381115,0.9898592350248439,-2.034852243294395,2.55
154,-0.060676771285275335,-0.3208635314791175,0.17728792041329636,0.3192260636221039,2.566666666666667
155,0.12361522305618747,1.167374037378769,0.48070005889499495,0.02997628801284206,2.5833333333333335
156,-0.5328901020516441,-0.646255053515498,-0.25883763435246204,0.5058808679689205,2.6
157,-0.10080445064546296,0.09082947961028853,-0.7916740464793793,-0.9403210291055745,2.6166666666666667
158,-0.13894474864285689,-0.6032468969144283,0.08777364000338138,0.3526418811660474,2.6333333333333333
159,0.017525072791239906,-0.38684946836844936,0.5119749930324783,1.219788674012435,2.65
160,-0.33804814231169766,0.4978230392711486,0.4016805185898122,-0.005983599818776854,2.6666666666666665
161,-0.37941760239773337,0.3206193994426982,-0.08548664278079983,1.5319944337983329,2.683333333333333
162,0.0659755486027536,0.28925569050863237,0.583661004012651,-0.06040542680448344,2.7
163,0.18987033146252136,0.9470583556068358,-1.0386056910438886,0.3919561645443985,2.716666666666667
164,-0.2140964983931122,0.07544315696357817,-0.1168168091462019,-0.7617218249066157,2.7333333333333334
165,0.03601557452769708,-0.283678664272176,-0.34798485590800704,-0.5319172436414816,2.75
166,0.4195967605234947,1.0734960366365862,0.9736520861117693,-0.27537451414521696,2.7666666666666666
167,0.03968881075784894,0.6370606161843233,0.8405393006149369,-1.4807931760821966,2.783333333333333
168,0.04870827678277841,0.32381259198218953,-0.5321873973284308,-1.2048618778641569,2.8
169,0.12095391403036693,-0.7630492896135682,0.11400050915387545,0.47940729674974863,2.816666666666667
170,-0.22255677042111874,-0.5403933029988949,-0.8296541783209984,0.20849233424037425,2.8333333333333335
171,-0.8835967609758656,0.03981859463696307,-0.14381469133908045,-0.014533942015139563,2.85
172,-0.25980091275333095,0.48280179203851853,0.4025897870221243,-1.4923901305052825,2.8666666666666667
173,-0.2566430706588318,-0.4602724852006577,0.47796620344140495,-1.6407087842840018,2.8833333333333333
174,-0.3091262980628554,-0.6524641203218717,-0.11669663152412114,0.16432878473763707,2.9
175,-0.20475165322476607,-0.2590570245567038,0.5151917599611286,1.538515094671642,2.9166666666666665
176,0.14735366072850123,-0.30093001334866304,0.28065798645005186,-0.6147219367459968,2.933333333333333
177,0.2411058198773106,-0.5821226888479514,-0.7401041411146136,0.20758094130238539,2.95
178,0.019279271765377998,0.6188806014001798,-0.2566499656576915,0.7072736476502898,2.966666666666667
179,-0.06621897852499642,0.17428540492177466,-0.33173386257573373,-0.17392418773962917,2.9833333333333334
180,-0.3722681387547953,-0.3895228100823374,0.4065120727102171,-0.885805140018898,3.0
181,-0.18755989886519345,0.3788686691855692,0.718881643529061,0.21476690216326835,3.0166666666666666
182,0.02408470804158116,0.780028192110175,-0.7742078465882282,0.1946053053769816,3.033333333333333
183,0.07168316574192098,0.6382085098776865,-0.41795953697794663,-0.43068453851241245,3.05
184,0.02681931448376501,0.13808655614688484,-0.30949614064990816,-0.44390954316291054,3.066666666666667
185,-0.08653776485589233,0.4332274588300187,0.5991577219041259,0.41451860103255167,3.0833333333333335
186,-0.22875696051759986,0.7356226391751824,0.20939083730542934,0.20949524429666122,3.1
187,0.44164870939535744,0.04837188462177432,0.4974697666134818,0.3648372063357289,3.1166666666666667
188,-0.36254260335773675,0.3003313783766265,0.22256799507642624,-1.3151804200487682,3.1333333333333333
189,0.4597495441854716,0.4698376243727639,-1.5788845551420956,1.5831829523195404,3.15
190,-0.32314486364449513,-0.02214097554537697,0.4228589530245128,0.4583723783488539,3.1666666666666665
191,-0.2288495292665474,0.761776701544502,-0.06730606236493723,-0.28310893001769394,3.183333333333333
192,0.20796489524696732,0.519915892235273,-0.4374243752173218,0.28164929396970373,3.2
193,0.1485130008715927,-0.22668954416461787,0.22816845081154646,-1.6381300191015449,3.216666666666667
194,-0.1036794339997039,0.011026444375418483,0.2043015377916187,-0.9607673683260519,3.2333333333333334
195,0.15153602443447836,-0.24034310531110045,-2.0727436000906834,-2.0174637243892644,3.25
196,-0.1736657187751159,0.3050436737425955,0.4110783913986198,0.47909711498443464,3.2666666666666666
197,0.35781863835316013,-0.1602438390049545,0.3467627753910431,0.22310560142860172,3.283333333333333
198,0.22531428116640534,-0.83961057489187,-0.17164074014961106,-0.45816781526500977,3.3
199,-0.07738426873020586,0.23172388425246698,-0.7294615663044705,-0.7098590799815381,3.316666666666667
200,-0.02487236865588992,-0.4819276615050026,0.508562038486267,-0.23548276992058426,3.3333333333333335
201,-0.5429557752814899,-0.6585877838576646,-0.9582582791895512,0.5411318056438394,3.35
202,-0.3863648416633669,-0.10257508386214957,0.35559416557404216,0.6061344344619307,3.3666666666666667
203,-0.28741342909655376,-1.3902628912739703,0.12443371543730652,0.7864171792171818,3.3833333333333333
204,-0.2656252014488348,-0.10049209457673416,-0.7611072889118119,0.6991539966855358,3.4
205,-0.13525541928418472,0.4728468669121845,0.3238692990587126,-0.7627383577260087,3.4166666666666665
206,0.41773821917099374,-0.6978857375584563,-0.15864556822145726,-1.7908330744672194,3.433333333333333
207,0.14869440558195732,-0.057831890823144445,0.15361379961393198,-0.36274174988084246,3.45
208,0.2804813264090896,-0.2704823375908595,-0.30218341102704893,1.1104856851428602,3.466666666666667
209,0.05592463841092929,0.0027305120679999226,0.7228911272926924,-0.042329428137797546,3.4833333333333334
210,-0.32622860939246306,0.584708600723628,0.3587061996483069,-0.0361094571870702,3.5
211,-0.5374179651769254,0.24714244059062998,-0.43803557703989526,-0.5201916715602337,3.5166666666666666
212,-0.25584941652304016,0.1852054944266353,1.1264551562808667,0.24413299521840195,3.533333333333333
213,-0.052882920916221814,-1.103850201573564,0.4349116788203743,-0.7208631449421966,3.55
214,0.399158419882516,0.2871231831162277,1.2104419501201202,-0.424645623621728,3.566666666666667
215,-0.27771666152477126,0.33184648670282424,-0.2486675812868428,-0.03360607658733361,3.5833333333333335
216,0.6357810290351521,0.2284182686339136,-0.6436318831462369,1.069213460615905,3.6
217,-0.10404435253501595,-0.0858217760418072,0.34073038813734735,0.00881535187024919,3.6166666666666667
218,0.05893151801808757,-0.4189048562138034,-0.15293338114587662,-0.18433876785842052,3.6333333333333333
219,-0.3990853369314082,-0.09796054283651516,0.3160830432267439,1.025193963879749,3.65
220,-0.23761447225544893,1.0264389290766083,0.04545103657439094,1.1002345960411708,3.6666666666666665
221,0.00025081317153980944,-1.192456594444587,0.32722771475963486,2.1442829753729042,3.683333333333333
222,-0.10036665715208126,-0.55318692697671,0.23485857243252,0.11461215980737754,3.7
223,-0.26892730535448817,-1.0819022519512982,-0.4902558191618208,0.84561110919504,3.716666666666667
224,0.09851827649810652,0.030417701928298287,-0.4569891028373313,0.703868036562717,3.7333333333333334
225,0.11992876082151577,0.5876545500432248,-0.6547121740475418,-0.5526614282006871,3.75
226,0.05095073526175262,0.04046691025345828,-0.03411067047599997,-0.2624747525628791,3.7666666666666666
227,-0.05505984243437824,0.4059607424961571,0.50754712371834,-0.8470384195212988,3.783333333333333
228,-0.08150749153028002,-0.4494843472021261,-0.10040645930616401,-0.7558498241329599,3.8
229,0.17946675368544523,0.21694145159172845,0.9371997101668463,0.22003393787308342,3.816666666666667
230,-0.3507532600068952,-0.03814741118749731,1.1023873559426292,-1.2840973218234764,3.8333333333333335
231,0.4981518437752936,-0.4733033362426974,0.19611232720679272,0.7821057653055712,3.85
232,-0.12313143476232542,-0.014524024012891495,-0.3842627229337322,0.07388262279544384,3.8666666666666667
233,0.2224743500392241,0.4276190151207377,0.5384050985514415,-0.3834285125025651,3.8833333333333333
234,-0.5976839720111344,0.3646460810076578,-0.26595859587014453,0.08273026076410574,3.9
235,-0.4886853011311399,0.31924896598407293,-0.7322326076192668,1.2350397438345717,3.9166666666666665
236,-0.30649162822499965,-0.008669549342373224,0.2782726133084423,-0.700034537253859,3.933333333333333
237,-0.38316130645683366,-0.2908478339327639,0.13371070800472784,0.8909498265719704,3.95
238,-0.1552738765183265,0.8294555366096221,0.19463747265601297,-0.915025487874132,3.966666666666667
239,-0.023648093562532144,1.403707221374411,-0.5109659227455806,2.099146514423634,3.9833333333333334
240,0.21149229203941042,0.09344262717624387,0.2037363434601035,0.3071872321914992,4.0
241,-0.21711286656670328,0.0680957498624859,0.7364638670793082,1.2106758057491664,4.016666666666667
242,-0.6772226772673406,0.6324717454750554,-1.2369888123814823,0.46283049327860437,4.033333333333333
243,-0.0770158772676903,0.6375563814306723,0.15150636516256671,0.5707455125317047,4.05
244,-0.33419691883575675,0.7431215544314663,-0.03241544381487795,0.011690047478971751,4.066666666666666
245,0.11625719558426245,0.11701499984839724,-0.49004540005540864,-1.9107613651109812,4.083333333333333
246,0.02483096206520742,0.3448411264885335,-0.6557754961290907,-0.11072789033365196,4.1
247,0.23712043361159066,-0.05717084542527727,0.006469512105345581,-0.20118436914621188,4.116666666666666
248,-0.2536439668203656,-0.3332240979824534,0.4819747135057701,-0.7819448974137915,4.133333333333334
249,0.12450160288629707,-0.08976290838806904,-0.42762270667253827,0.09071059076195792,4.15
250,0.9436461276670165,-0.5192770226686595,0.3436826728485827,0.3386950907105109,4.166666666666667
251,-0.06476237412856917,-1.0701165307610645,-0.3534454161492224,-0.5183547115283472,4.183333333333334
252,0.3228270192454472,0.07297420530470246,0.43344522050513673,-0.774817182820062,4.2
253,-0.27293001606614475,-0.24388143437932322,-0.17512003571343374,0.3952457290668091,4.216666666666667
254,-0.2286950908767582,-0.12560142615339367,-0.7021821062417745,0.2259740551870524,4.233333333333333
255,0.3423440369693244,0.35530080663377905,-0.012486878089000623,-1.408181405207803,4.25
256,-0.771821966450756,0.023505764848760186,0.1706804056858514,0.2997296371455527,4.266666666666667
257,-0.28054958425735715,0.2996075084345817,-0.21443024768188498,0.22659149254721395,4.283333333333333
258,0.0772028330936164,-0.1284179076747197,0.48259325537975123,0.5243462525894788,4.3
259,0.14646216856468117,-0.0029399114293951383,-0.8823097725556536,-0.14330439015748525,4.316666666666666
260,0.6428147602795972,-0.028020002709859246,-0.18957101122706682,0.382780205954434,4.333333333333333
261,-0.20637735009101818,0.13738480264804762,-0.43019205891897405,0.6385798574827689,4.35
262,-0.08537179327840758,0.7606977109324751,0.602146049040942,1.3052264013953805,4.366666666666666
263,-0.2510554951183423,-0.40673126754771516,0.8792866264180315,-0.11817855925822897,4.383333333333334
264,-0.19074196941523872,0.5312123019813619,-0.00705114137187585,0.6520949941363408,4.4
265,-0.33061868941994593,0.6412111434961585,-1.0504328395638654,0.2689043761397732,4.416666666666667
266,-0.05109922827873557,0.40075221964860247,-0.5565305722253749,0.8035749642783526,4.433333333333334
267,0.1946893506481051,-0.07487788726030042,0.5105945672126124,-0.4900176326911522,4.45
268,0.07989924216686256,0.03912666192709123,1.3162187135926102,-0.44384947006359116,4.466666666666667
269,0.3378785054575974,-0.16443029582620003,-0.3759721545650454,-0.31310945024679115,4.483333333333333
270,-0.7871103776808552,0.23228787683372645,-1.1781195566447917,0.945605937398085,4.5
271,0.3200018755297264,0.9585083480539596,-0.42703129938651596,-0.35750340148333576,4.516666666666667
272,0.5119595346811933,0.16400975310955665,0.3917794517092076,0.4681292768654977,4.533333333333333
273,-0.1034078884236687,0.31138472231032743,-1.15828907788845,-1.3473970905739756,4.55
274,0.031960841936157766,-0.3595020202120572,-0.20123130171557357,-0.3989554675596469,4.566666666666666
275,-0.1133209419675736,-0.7346532403190577,0.521396710855451,0.4084021123611265,4.583333333333333
276,-0.41926463451166673,-0.15084359311881615,0.13233073570865853,-1.579152952599423,4.6
277,-0.2797729322084224,-0.5331973793660959,1.1025185267073454,-0.2205015411001684,4.616666666666666
278,-0.3399095161244405,1.510772571315289,-0.12382780715412779,-0.7763482145474708,4.633333333333334
279,0.2319488728610788,0.359581548851954,0.7710393579468663,-0.48379220165181025,4.65
280,-0.19472962079882108,0.2130570591547593,0.12048313489948047,0.03136809713983491,4.666666666666667
281,-0.40225165694998755,0.10272488571270529,-0.22326862863165292,1.226270287236573,4.683333333333334
282,0.29185999369418253,0.9770975325860829,-0.36399410966773954,-0.5853084043442884,4.7
283,0.0663423497274987,0.11402237108457368,-0.1352867289739122,-0.5381411554365697,4.716666666666667
284,-0.22220302830549213,0.1184712804836983,-0.18055527438692634,-0.16742510460343416,4.733333333333333
285,-0.5792927376669165,0.404640170845362,0.201101089500096,0.6783577437216074,4.75
286,-0.3820893336234996,0.05119264384947732,0.11070680021132856,1.2375848585169995,4.766666666666667
287,0.23246325980979005,0.24131148067269742,-0.11894782447348479,-0.8741844019574868,4.783333333333333
288,-0.04595490038479732,0.315196003861325,-1.1180786761066388,0.6398024140328668,4.8
289,-0.6126558531744853,0.6525699274270153,-0.040071462762824424,-0.8690743367750629,4.816666666666666
290,0.14441386434037035,1.2421973308364709,-1.5542315083004954,0.4162687976717806,4.833333333333333
291,-0.06981097696582436,0.17192243627855305,-0.962040296846498,-0.5028669470333723,4.85
292,0.15630174276443617,0.27494352304328346,-0.043906815907024214,0.45176249425747467,4.866666666666666
293,-0.051116939106709273,-0.29271008661442915,-0.7563201951224744,1.372694968118767,4.883333333333334
294,-0.291888893033618,-0.4667564284878583,-0.12511896463493793,-0.12412264402551447,4.9
295,-0.3850687178917303,0.19231876204642123,0.7921255687407139,0.4652120092816567,4.916666666666667
